event_id,item,total,note
20860,Cigarette butts & filters,33,
20860,Plastic wrap non food (bubble wrap etc),20,"4 x non-food wrap, 16 x plastic cigarette pack wrap"
20860,"Plastic packaging food (wrap, packets, containers)",17,"3 x confectionery, 2 x Mentos, 3 x takeaway, 3 x coffee cup lids, 6 x straw wrappers"
20860,Foam insulation & packaging (whole and remnants),11,
20860,"Miscellaneous paper, labels & tickets",9,"1 x paper receipt, 8 x paper remnants"
20860,"Foil wrappers, packets, bladders & alfoil",9,
20860,"Cloth, clothing, hats & towels",2,
20860,Glass or ceramic broken,2,
20860,Paper & cardboard packaging,2,2 x chewing gum wrappers
20860,"Personal effects (wallets, money, keys, jewellery)",2,2 x coins
20860,"Straws, confection sticks, cups, plates & cutlery",1,1 x straw
20860,"Plastic ceremonial & festive (wreaths, flowers)",1,
20860,Recreation & outdoor equipment,1,1 x Ixon reusable plastic drink bottle
20860,"Metal bottle caps, lids & pull tabs",1,
20860,"Toys, party poppers, ribbons, clips & similar",1,1 x ribbon/balloon clip
20859,"Miscellaneous paper, labels & tickets",29,29 x serviettes
20859,"Plastic packaging food (wrap, packets, containers)",26,"16 x confectionery, 2 x snickers bars, 4 x straw wrappers, 4 x other food package"
20859,Plastic wrap non food (bubble wrap etc),22,"3 x non-food wrap, 19 x plastic cigarette pack wrap"
20859,Cigarette butts & filters,20,
20859,"Plastic film remnants (bits of plastic bag, wrap etc)",20,
20859,"Miscellaneous paper, labels & tickets",18,"1 x business card, 6 x paper receipts, 8 x paper remnants, 3 x miscellaneous paper"
20859,"Foil wrappers, packets, bladders & alfoil",8,
20859,Paper & cardboard packaging,4,"1 x YOMG frozen yogurt takeaway, 1 x takeaway, 2 x cardboard cigarette packs"
20859,Paper & cardboard packaging,4,4 x chewing gum wrappers
20859,Fibreglass fragments,3,
20859,"Newspaper, magazines & brochures",3,
20859,"Tape adhesive, electrical, duct, hazard marker & rolls",2,
20859,"Sanitary (tissues, nappies, condoms, cotton buds)",1,
20859,Plastic bits & pieces hard & solid,1,
20859,Food scraps,1,
20859,Aluminium cans,1,1 x V energy
20859,"Plastic bags supermarket, garbage, dog poo, ice",1,1 x ziplock bag
20859,"Straws, confection sticks, cups, plates & cutlery",1,1 x straw
20858,Cigarette butts & filters,50,
20858,"Miscellaneous paper, labels & tickets",27,"1 x paper receipt,, 26 x paper remnants"
20858,"Plastic film remnants (bits of plastic bag, wrap etc)",26,
20858,Foam insulation & packaging (whole and remnants),22,
20858,"Plastic packaging food (wrap, packets, containers)",11,"8 x confectionery, 1 x Mentos, 1 x takeaway, 1 x Subway straw wrapper"
20858,"Foil wrappers, packets, bladders & alfoil",7,
20858,Paper & cardboard packaging,3,"1 x cardboard package, 1 x McDonalds takeaway, 1 x takeaway"
20858,Plastic wrap non food (bubble wrap etc),2,
20858,"Straws, confection sticks, cups, plates & cutlery",2,"1 x cutlery, 1 x lollipop stick"
20858,"Plastic drink bottles (water, juice, milk, soft drink)",2,"1 x Coke, 1 x Foodworks Best Buy water"
20858,Cable ties & plastic fasteners,1,
20858,"Metal bottle caps, lids & pull tabs",1,1 x VB lid
20858,"Pens, markers & other plastic stationary",1,
20858,"Plastic bags supermarket, garbage, dog poo, ice",1,1 x fruit and vege bag
20858,Paper & cardboard packaging,1,1 x chewing gum wrapper
20858,Plastic bits & pieces hard & solid,1,
20857,Cigarette butts & filters,45,
20857,"Plastic packaging food (wrap, packets, containers)",19,"14 x confectionery, 5 x Mentos"
20857,Plastic wrap non food (bubble wrap etc),16,16 x plastic cigarette pack wrap
20857,"Plastic film remnants (bits of plastic bag, wrap etc)",14,
20857,"Foil wrappers, packets, bladders & alfoil",12,
20857,Foam insulation & packaging (whole and remnants),7,
20857,Plastic bits & pieces hard & solid,5,
20857,"Miscellaneous paper, labels & tickets",4,"2 x business cards, 2 x paper receipts"
20857,"Personal effects (wallets, money, keys, jewellery)",3,1 x $20 note
20857,"Newspaper, magazines & brochures",2,
20857,Occupational health & safety items,2,2 x rubber gloves
20857,Strapping band scraps,2,
20857,"Straws, confection sticks, cups, plates & cutlery",1,1 x straw
20857,"Rubber balloons, balls & toys, elastic straps & bands",1,1 x stubby cooler
20857,"Municipal activities (tree guard, barrier fence etc)",1,1 x road reflector
20857,Aluminium cans,1,1 x VB
20856,Cigarette butts & filters,17,
20856,"Plastic film remnants (bits of plastic bag, wrap etc)",14,
20856,Foam insulation & packaging (whole and remnants),12,
20856,Plastic bits & pieces hard & solid,4,
20856,Plastic wrap non food (bubble wrap etc),2,2 x plastic cigarette pack wrap
20856,"Tape adhesive, electrical, duct, hazard marker & rolls",1,
20856,Strapping band whole (record as single item),1,
20856,Rubber remnants,1,
20856,"Plastic packaging food (wrap, packets, containers)",1,1 x confectionery
20856,Plastic bits & pieces hard & solid,1,1 x plastic shaving
20856,"Miscellaneous paper, labels & tickets",1,1 x paper remnant
20856,Paper & cardboard packaging,1,1 x takeaway
20856,Cable ties & plastic fasteners,1,
20856,"Plastic bags supermarket, garbage, dog poo, ice",1,1 x white shopping bag
20856,Pollution Rating,0,5250 plastic resin pellets removed from trap
20855,Cigarette butts & filters,10,
20855,"Miscellaneous paper, labels & tickets",5,"1 x paper receipt, 4 x paper remnants"
20855,"Plastic film remnants (bits of plastic bag, wrap etc)",5,
20855,"Plastic packaging food (wrap, packets, containers)",4,4 x confectionery
20855,Foam insulation & packaging (whole and remnants),2,
20854,Plastic bits & pieces hard & solid,6,
20854,"Plastic film remnants (bits of plastic bag, wrap etc)",6,
20854,"Foil wrappers, packets, bladders & alfoil",4,
20854,Cigarette butts & filters,3,
20854,"Miscellaneous paper, labels & tickets",3,"1 x paper receipt, 2 x miscellaneous paper"
20854,"Plastic packaging food (wrap, packets, containers)",3,3 x other food package
20854,"Newspaper, magazines & brochures",2,
20854,"Straws, confection sticks, cups, plates & cutlery",1,1 x cutlery
20854,Plastic wrap non food (bubble wrap etc),1,1 x plastic wrap non-food
20854,Paper & cardboard packaging,1,1 x takeaway
20854,Foam insulation & packaging (whole and remnants),1,
20853,"Miscellaneous paper, labels & tickets",29,29 x paper remnants
20853,Cigarette butts & filters,19,
20853,Foam insulation & packaging (whole and remnants),16,
20853,"Plastic film remnants (bits of plastic bag, wrap etc)",12,
20853,"Plastic packaging food (wrap, packets, containers)",11,"6 x confectionery, 2 x Mentos, 1 x takeaway, 2 x coffee cup lids"
20853,Plastic bits & pieces hard & solid,9,
20853,Paper & cardboard packaging,4,"1 x Seven Eleven takeaway, 3 x takeaway"
20853,"Cloth, clothing, hats & towels",1,
20852,Cigarette butts & filters,24,
20852,"Miscellaneous paper, labels & tickets",11,11 x paper remnants
20852,"Plastic film remnants (bits of plastic bag, wrap etc)",11,
20852,Paper & cardboard packaging,7,"3 x cardboard package, 4 x takeaway"
20852,Foam insulation & packaging (whole and remnants),6,
20852,Plastic bits & pieces hard & solid,5,
20852,Cable ties & plastic fasteners,4,
20852,"Plastic packaging food (wrap, packets, containers)",3,3 x confectionery
20852,"Rubber balloons, balls & toys, elastic straps & bands",2,2 x rubber bands
20852,"Newspaper, magazines & brochures",2,
20852,"Straws, confection sticks, cups, plates & cutlery",1,1 x straw
20852,"Tins under 4 litres (food, drink tins and similar)",1,
20852,"Lids & tops, pump spray, flow restrictor & similar",1,
20852,Plastic wrap non food (bubble wrap etc),1,1 x plastic cigarette pack wrap
20852,Paper & cardboard packaging,1,1 x chewing gum wrapper
20852,"Toys, party poppers, ribbons, clips & similar",1,1 x confetti / glitter
20852,Strapping band whole (record as single item),1,
20852,Pollution Rating,0,14 plastic resin pellets removed from trap
20851,Cigarette butts & filters,26,
20851,"Miscellaneous paper, labels & tickets",17,"9 x paper receipts, 8 x paper remnants"
20851,Plastic wrap non food (bubble wrap etc),17,17 x plastic cigarette pack wrap
20851,"Plastic film remnants (bits of plastic bag, wrap etc)",12,
20851,"Plastic packaging food (wrap, packets, containers)",12,"9 x confectionery, 1 x Mentos, 1 x coffee cup lid, 1 x takeaway"
20851,"Foil wrappers, packets, bladders & alfoil",9,
20851,Rubber remnants,7,
20851,Plastic bits & pieces hard & solid,6,
20851,"Cloth, clothing, hats & towels",3,
20851,"Rubber balloons, balls & toys, elastic straps & bands",2,2 x rubber bands
20851,"Sanitary (tissues, nappies, condoms, cotton buds)",2,"1 x wipe, 1 x cotton bud stick"
20851,"Personal effects (wallets, money, keys, jewellery)",1,1 x coin
20851,Paper & cardboard packaging,1,1 x cardboard cigarette pack
20851,"Metal bottle caps, lids & pull tabs",1,
20851,"Lids & tops, pump spray, flow restrictor & similar",1,
20851,"Straws, confection sticks, cups, plates & cutlery",1,1 x straw
20850,Cigarette butts & filters,80,
20850,"Miscellaneous paper, labels & tickets",34,"1 x paper receipt, 31 x paper remnants, 2 x miscellaneous paper"
20850,"Plastic film remnants (bits of plastic bag, wrap etc)",11,
20850,Plastic bits & pieces hard & solid,7,
20850,Plastic wrap non food (bubble wrap etc),5,5 x plastic cigarette pack wrap
20850,Foam insulation & packaging (whole and remnants),5,
20850,"Newspaper, magazines & brochures",4,
20850,"Plastic packaging food (wrap, packets, containers)",4,"3 x confectionery, 1 x takeaway"
20850,"Foil wrappers, packets, bladders & alfoil",4,
20850,Paper & cardboard packaging,3,"2 x McDonalds takeaway, 1 x Hungry Jacks takeaway"
20850,"Foam cups, food packs & trays",2,
20850,"Rubber balloons, balls & toys, elastic straps & bands",1,1 x rubber band
20850,"Toys, party poppers, ribbons, clips & similar",1,
20850,"Plastic drink bottles (water, juice, milk, soft drink)",1,1 x Northbrook Spring Water bottle - Aldi
20850,"Plastic ceremonial & festive (wreaths, flowers)",1,
20850,"Plastic bags supermarket, garbage, dog poo, ice",1,1 x white shopping bag
20850,"Binding, thread, string & cord (natural fibre)",1,
20850,"Lids & tops, pump spray, flow restrictor & similar",1,
20850,Occupational health & safety items,1,1 x blue rubber glove
20850,"Metal bottle caps, lids & pull tabs",1,
20850,Recreation & outdoor equipment,1,1 x reusable water bottle lid
20849,Cigarette butts & filters,65,
20849,"Plastic packaging food (wrap, packets, containers)",6,6 x confectionery
20849,Plastic wrap non food (bubble wrap etc),4,4 x plastic cigarette pack wrap
20849,"Newspaper, magazines & brochures",3,
20849,Plastic bits & pieces hard & solid,3,
20849,"Foil wrappers, packets, bladders & alfoil",3,
20849,Paper & cardboard packaging,2,2 x McDonalds takeaway
20849,"Metal bottle caps, lids & pull tabs",1,
20849,"Metal building & trades materials, fixings & fittings",1,1 x screw
20849,Strapping band scraps,1,
20849,"Miscellaneous paper, labels & tickets",1,1 x paper receipt
20848,"Miscellaneous paper, labels & tickets",9,"1 x business card, 2 x paper receipts, 6 x miscellaneous paper"
20848,"Plastic packaging food (wrap, packets, containers)",7,"6 x confectionery, 1 x Mentos"
20848,Foam insulation & packaging (whole and remnants),6,
20848,Plastic wrap non food (bubble wrap etc),5,5 x plastic cigarette pack wrap
20848,Plastic bits & pieces hard & solid,3,
20848,"Construction material (brick, cement, pipe)",2,
20848,Cigarette butts & filters,2,
20848,"Foil wrappers, packets, bladders & alfoil",2,
20848,"Newspaper, magazines & brochures",1,
20848,Paper & cardboard packaging,1,1 x cardboard package
20848,"Plastic bags supermarket, garbage, dog poo, ice",1,1 x other plastic bag
20848,"Municipal activities (tree guard, barrier fence etc)",1,1 x road reflector
20848,"Metal bottle caps, lids & pull tabs",1,
20848,"Straws, confection sticks, cups, plates & cutlery",1,1 x straw
20848,"Plastic film remnants (bits of plastic bag, wrap etc)",1,
20847,Cigarette butts & filters,170,
20847,Plastic wrap non food (bubble wrap etc),44,44 x plastic cigarette pack wrap
20847,"Miscellaneous paper, labels & tickets",19,"1 x bus/parking ticket, 2 x paper receipts, 16 x paper remnants"
20847,"Plastic packaging food (wrap, packets, containers)",17,"14 x confectionery, 2 x other food package, 1 x takeaway"
20847,"Plastic film remnants (bits of plastic bag, wrap etc)",16,
20847,"Foil wrappers, packets, bladders & alfoil",10,
20847,Foam insulation & packaging (whole and remnants),6,
20847,Paper & cardboard packaging,4,4 x chewing gum wrappers
20847,"Straws, confection sticks, cups, plates & cutlery",4,"2 x cutlery, 2 x straws"
20847,Plastic bits & pieces hard & solid,4,
20847,"Metal bottle caps, lids & pull tabs",4,
20847,"Newspaper, magazines & brochures",4,
20847,"Foam cups, food packs & trays",3,
20847,Strapping band scraps,2,
20847,"Plastic bags supermarket, garbage, dog poo, ice",2,2 x fruit and vege bags
20847,Paper & cardboard packaging,1,1 x Hungry Jacks takeaway cup
20847,"Lids & tops, pump spray, flow restrictor & similar",1,
20847,"Sanitary (tissues, nappies, condoms, cotton buds)",1,
20841,Plastic wrap non food (bubble wrap etc),28,"1 x plastic wrap non-food, 27 x plastic cigarette pack wrap"
20841,Cigarette butts & filters,24,
20841,"Plastic film remnants (bits of plastic bag, wrap etc)",21,
20841,"Plastic packaging food (wrap, packets, containers)",20,"14 x confectionery, 1 x Mentos, 1 x Subway straw wrapper, 1 x straw wrapper, 3 x other food package"
20841,"Miscellaneous paper, labels & tickets",19,"2 x paper receipts, 19 x paper remnants"
20841,"Foil wrappers, packets, bladders & alfoil",6,
20841,"Tape adhesive, electrical, duct, hazard marker & rolls",6,
20841,Glass or ceramic broken,2,
20841,"Plastic bags supermarket, garbage, dog poo, ice",2,2 x other plastic bags
20841,"Metal bottle caps, lids & pull tabs",2,
20841,"Newspaper, magazines & brochures",2,
20841,"Lids & tops, pump spray, flow restrictor & similar",2,
20841,Paper & cardboard packaging,1,1 x cardboard package
20841,"Straws, confection sticks, cups, plates & cutlery",1,1 x straw
20841,Food scraps,1,
20841,Plastic first aid materials & equipment (band aids),1,
20841,"Packaging accessories (seals, reels, spools, handles)",1,1 x plastic label
20841,"Plastic drink bottles (water, juice, milk, soft drink)",1,1 x Woolworths spring water mini
20841,Glass beer stubbies & pre-mixed alcohol bottles,1,1 x Carlton beer
20841,Paper & cardboard packaging,1,1 x chewing gum wrapper
20841,"Cloth, clothing, hats & towels",1,
20841,Rope & net scraps less than 1 metre,1,
20840,"Plastic film remnants (bits of plastic bag, wrap etc)",55,
20840,Cigarette butts & filters,25,
20840,"Plastic packaging food (wrap, packets, containers)",22,"16 x confectionery, 1 x Mentos, 1 x Subway straw wrapper, 2 x straw wrapper, 2 x other food package"
20840,"Miscellaneous paper, labels & tickets",20,"1 x business card, 7 x paper receipts, 7 x paper remnants, 5 x miscellaneous paper"
20840,Plastic wrap non food (bubble wrap etc),17,17 x plastic cigarette pack wrap
20840,"Foil wrappers, packets, bladders & alfoil",16,
20840,Paper & cardboard packaging,7,"1 x cardboard package, 2 x Bakers Delight takeaway, 4 x takeaway"
20840,"Lids & tops, pump spray, flow restrictor & similar",4,
20840,"Sanitary (tissues, nappies, condoms, cotton buds)",4,
20840,"Tape adhesive, electrical, duct, hazard marker & rolls",2,
20840,"Straws, confection sticks, cups, plates & cutlery",2,"1 x McDonalds straw, 1 x lollipop stick"
20840,Paper & cardboard packaging,1,1 x chewing gum wrapper
20840,"Plastic bags supermarket, garbage, dog poo, ice",1,1 x fruit and veg bag
20840,"Plastic drink bottles (water, juice, milk, soft drink)",1,1 x Nu water bottle
20840,"Packaging accessories (seals, reels, spools, handles)",1,1 x plastic label
20839,Cigarette butts & filters,16,
20839,"Miscellaneous paper, labels & tickets",16,"8 x paper receipts, 8 x paper remnants"
20839,"Plastic packaging food (wrap, packets, containers)",11,"6 x confectionery, 2 x Mentos, 3 x straw wrappers"
20839,Plastic wrap non food (bubble wrap etc),10,10 x plastic cigarette pack wrap
20839,"Foil wrappers, packets, bladders & alfoil",7,
20839,"Plastic film remnants (bits of plastic bag, wrap etc)",4,
20839,Foam insulation & packaging (whole and remnants),3,
20839,Foam sponge sheeting (mattress & similar),2,
20839,"Newspaper, magazines & brochures",2,
20839,"Plastic drink bottles (water, juice, milk, soft drink)",1,1 x Coke
20839,"Straws, confection sticks, cups, plates & cutlery",1,1 x plastic cup
20838,Plastic wrap non food (bubble wrap etc),58,58 x plastic cigarette pack wrap
20838,"Plastic packaging food (wrap, packets, containers)",47,"30 x confectionery, 4 x Mentos, 1 x takeaway, 3 x coffee cup lids, 9 x straw wrappers"
20838,"Miscellaneous paper, labels & tickets",34,"1 x event tickets, 7 x paper receipts, 25 x paper remnants, 1 x miscellaneous paper"
20838,"Plastic film remnants (bits of plastic bag, wrap etc)",25,
20838,"Foil wrappers, packets, bladders & alfoil",11,
20838,Cigarette butts & filters,7,
20838,"Straws, confection sticks, cups, plates & cutlery",3,"2 x plastic cup, 1 x straw"
20838,Paper & cardboard packaging,2,2 x chewing gum wrappers
20838,Plastic bits & pieces hard & solid,2,
20838,Foam insulation & packaging (whole and remnants),2,
20838,Paper & cardboard packaging,1,1 x cardboard cigarette pack
20838,"Personal effects (wallets, money, keys, jewellery)",1,
20838,"Plastic drink bottles (water, juice, milk, soft drink)",1,1 x Coke
20838,"Wire, metal stakes & pipes",1,
20837,Cigarette butts & filters,12,
20837,"Miscellaneous paper, labels & tickets",12,12 x miscellaneous paper
20837,Paper & cardboard packaging,9,"1 x Foodary coffee cup, 8 x takeaway"
20837,Plastic bits & pieces hard & solid,5,
20837,"Plastic packaging food (wrap, packets, containers)",3,"1 x takeaway, 1 x coffee cup lid, 1 x other food package"
20837,"Plastic bags supermarket, garbage, dog poo, ice",1,1 x fruit and veg bag
20837,"Building & trades materials, fixings & fittings",1,
20837,"Cloth, clothing, hats & towels",1,
20834,"Miscellaneous paper, labels & tickets",39,39 x personal mail and letters
20834,"Miscellaneous paper, labels & tickets",39,"1 x business card, 2 x paper receipts, 36 x paper remnants"
20834,Cigarette butts & filters,27,
20834,"Plastic film remnants (bits of plastic bag, wrap etc)",7,
20834,Paper & cardboard packaging,7,"5 x McDonalds takeaway, 2 x takeaway"
20834,"Plastic packaging food (wrap, packets, containers)",4,"3 x confectionery, 1 x coffee cup lid"
20834,"Wooden confection sticks, pencils, matches etc",1,
20834,"Toys, party poppers, ribbons, clips & similar",1,1 x confetti/glitter
20834,"Toothbrushes, brushes & combs, hair ties etc",1,
20834,"Tape adhesive, electrical, duct, hazard marker & rolls",1,
20834,Personal care & pharmaceutical packaging,1,
20834,Cable ties & plastic fasteners,1,
20834,"Lids & tops, pump spray, flow restrictor & similar",1,
20834,Plastic bits & pieces hard & solid,1,
20833,Cigarette butts & filters,5,
20833,"Plastic packaging food (wrap, packets, containers)",3,3 x confectionery
20833,"Sanitary (tissues, nappies, condoms, cotton buds)",3,
20833,Paper & cardboard packaging,3,"2 x paper receipts, 1 x paper remnants"
20833,"Plastic film remnants (bits of plastic bag, wrap etc)",3,
20833,"Lids & tops, pump spray, flow restrictor & similar",1,
20832,Cigarette butts & filters,55,
20832,Plastic bits & pieces hard & solid,8,
20832,Paper & cardboard packaging,6,6 x takeaway package
20832,"Plastic packaging food (wrap, packets, containers)",5,"2 x Mentos, 1 x takeaway, 2 x straw wrappers"
20832,Foam insulation & packaging (whole and remnants),4,
20832,"Foil wrappers, packets, bladders & alfoil",3,
20832,Paper & cardboard packaging,3,3 x chewing gum wrappers
20832,Strapping band scraps,1,
20832,"Straws, confection sticks, cups, plates & cutlery",1,
20832,Occupational health & safety items,1,1 x blue rubber glove
20831,Cigarette butts & filters,35,
20831,"Miscellaneous paper, labels & tickets",11,"1 x parking/bus ticket, 3 x paper receipts, 7 x paper remnants"
20831,Plastic bits & pieces hard & solid,10,
20831,Paper & cardboard packaging,7,"6 x takeaway, 1 x McDonalds takeaway"
20831,Foam insulation & packaging (whole and remnants),6,
20831,"Plastic packaging food (wrap, packets, containers)",6,"3 x confectionery, 1 x takeaway, 1 x other food package, 1 x Coles water bottle label"
20831,Glass or ceramic broken,2,
20831,"Plastic film remnants (bits of plastic bag, wrap etc)",2,
20831,Paper & cardboard packaging,2,2 x chewing gum wrappers
20831,"Rubber balloons, balls & toys, elastic straps & bands",1,1 x Halloween balloon
20831,"Foil wrappers, packets, bladders & alfoil",1,
20831,Aluminium cans,1,1 x Pepsi
20831,"Lids & tops, pump spray, flow restrictor & similar",1,
20830,Cigarette butts & filters,40,
20830,Foam insulation & packaging (whole and remnants),9,
20830,"Plastic packaging food (wrap, packets, containers)",8,"2 x confectionery, 2 x takeaway, 2 x coffee cup lids, 1 x straw wrapper, 1 x sushi fish, "
20830,"Plastic film remnants (bits of plastic bag, wrap etc)",6,
20830,Plastic bits & pieces hard & solid,5,
20830,"Miscellaneous paper, labels & tickets",4,"1 x event ticket, 3 x miscellaneous paper"
20830,"Cloth, clothing, hats & towels",3,
20830,"Foil wrappers, packets, bladders & alfoil",2,
20830,"Straws, confection sticks, cups, plates & cutlery",1,1 x straw
20830,Plastic wrap non food (bubble wrap etc),1,1 x plastic cigarette pack wrap
20830,"Wooden confection sticks, pencils, matches etc",1,
20830,Paper & cardboard packaging,1,1 x takeaway
20830,Paper & cardboard packaging,1,1 x chewing gum wrapper
20830,Metal tools,1,
20830,"Metal bottle caps, lids & pull tabs",1,
20830,"Lids & tops, pump spray, flow restrictor & similar",1,
20829,Cigarette butts & filters,26,
20829,"Plastic packaging food (wrap, packets, containers)",19,"13 x confectionery, 1 x Mentos, 1 x takeaway, 1 x straw wrapper, 3 x other food packaging"
20829,Paper & cardboard packaging,7,"4 x cardboard package, 1 x McDonalds takeaway, 1 x takeaway, 1 x cardboard cigarette pack"
20829,"Foil wrappers, packets, bladders & alfoil",7,
20829,Plastic wrap non food (bubble wrap etc),4,"2 x plastic wrap non-food, 2 x plastic cigarette pack wrap"
20829,"Miscellaneous paper, labels & tickets",4,4 x paper remnants
20829,"Plastic film remnants (bits of plastic bag, wrap etc)",3,
20829,Paper & cardboard packaging,2,2 x chewing gum wrappers
20829,Strapping band whole (record as single item),1,
20829,"Newspaper, magazines & brochures",1,
20829,Glass or ceramic broken,1,
20829,"Cloth, clothing, hats & towels",1,
20829,"Plastic bags supermarket, garbage, dog poo, ice",1,1 x ziplock bag
20828,Cigarette butts & filters,11,
20828,"Plastic film remnants (bits of plastic bag, wrap etc)",5,
20828,"Miscellaneous paper, labels & tickets",5,"1 x paper remnant, 4 x paper receipts"
20828,"Plastic packaging food (wrap, packets, containers)",3,"2 x confectionery, 1 x other food package"
20828,Paper & cardboard packaging,3,"1 x McDonalds takeaway, 2 x takeaway"
20828,Plastic bits & pieces hard & solid,2,
20828,"Lids & tops, pump spray, flow restrictor & similar",1,
20828,Cable ties & plastic fasteners,1,
20828,Foam insulation & packaging (whole and remnants),1,
20828,Paper & cardboard packaging,1,1 x chewing gum wrapper
20828,"Straws, confection sticks, cups, plates & cutlery",1,1 x McDonalds straw
20828,"Sanitary (tissues, nappies, condoms, cotton buds)",1,
20827,"Miscellaneous paper, labels & tickets",15,"1 x business card, 6 x paper receipts, 8 x miscellaneous paper"
20827,Plastic wrap non food (bubble wrap etc),12,12 x plastic cigarette pack wrap
20827,Cigarette butts & filters,12,
20827,"Plastic packaging food (wrap, packets, containers)",10,"8 x confectionery, 2 x other food package"
20827,Paper & cardboard packaging,6,6 x chewing gum wrappers
20827,"Plastic film remnants (bits of plastic bag, wrap etc)",3,
20827,Paper & cardboard packaging,1,1 x paper coffee cup
20826,"Plastic packaging food (wrap, packets, containers)",12,"6 x confectionery, 1 x Mentos, 1 x McDonalds takeaway, 1 x takeaway, 3 x other food package"
20826,Cigarette butts & filters,11,
20826,Paper & cardboard packaging,6,"2 x cardboard package, 1 x McDonalds takeaway, 2 x takeaway, 1 x cardboard cigarette pack"
20826,"Plastic film remnants (bits of plastic bag, wrap etc)",5,
20826,"Sanitary (tissues, nappies, condoms, cotton buds)",4,"3 x sanitary, 1 x cotton bud stick"
20826,"Miscellaneous paper, labels & tickets",3,"1 x paper receipt, 2 x paper remnants"
20826,Plastic bits & pieces hard & solid,2,
20826,"Toys, party poppers, ribbons, clips & similar",2,
20826,"Foil wrappers, packets, bladders & alfoil",1,
20826,"Lids & tops, pump spray, flow restrictor & similar",1,
20826,Paper & cardboard packaging,1,1 x chewing gum wrapper
20826,Glass or ceramic broken,1,
20826,Foam insulation & packaging (whole and remnants),1,
20826,Aluminium cans,1,1 x V energy
20826,"Plastic bags supermarket, garbage, dog poo, ice",1,1 x white plastic bag
20826,Plastic wrap non food (bubble wrap etc),1,1 x plastic cigarette pack wrap
20826,"Tape adhesive, electrical, duct, hazard marker & rolls",1,
20826,Personal care & pharmaceutical packaging,1,
20825,Cigarette butts & filters,24,
20825,Plastic wrap non food (bubble wrap etc),8,"1 x plastic wrap non-food, 7 x plastic cigarette pack wrap"
20825,"Plastic packaging food (wrap, packets, containers)",8,"3 x confectionery, 1 x McDonalds takeway, 1 x Seven Eleven coffee cup lid, 1 x Subway straw wrapper, 2 x other food package"
20825,Paper & cardboard packaging,7,"3 x Subway serviettes, 4 x serviettes"
20825,Paper & cardboard packaging,6,"1 x Seven Eleven coffee cup, 2 x takeaway, 1 x McDonalds takeaway, 2 x cardboard cigarette packets"
20825,"Tape adhesive, electrical, duct, hazard marker & rolls",5,
20825,"Miscellaneous paper, labels & tickets",5,"1 x paper receipt, 4 x paper remnants"
20825,"Sanitary (tissues, nappies, condoms, cotton buds)",4,
20825,Glass beer stubbies & pre-mixed alcohol bottles,4,4 x Corona beer bottles
20825,Paper & cardboard packaging,3,3 x cardboard package
20825,Foam insulation & packaging (whole and remnants),3,
20825,Paper & cardboard packaging,2,2 x chewing gum wrappers
20825,Plastic bits & pieces hard & solid,2,
20825,"Glass wine, spirit and similar bottles",2,
20825,"Lids & tops, pump spray, flow restrictor & similar",2,
20825,"Foil wrappers, packets, bladders & alfoil",1,
20825,"Foam cups, food packs & trays",1,
20825,"Plastic bags supermarket, garbage, dog poo, ice",1,1 x ziplock bag
20825,Glass or ceramic broken,1,
20825,"Straws, confection sticks, cups, plates & cutlery",1,1 x lollipop stick
20825,"Plastic drink bottles (water, juice, milk, soft drink)",1,1 x Dare Ice Coffee
20825,"Metal bottle caps, lids & pull tabs",1,
20825,"Plastic film remnants (bits of plastic bag, wrap etc)",1,
20825,"Packaging accessories (seals, reels, spools, handles)",1,1 x plastic label
20825,Aluminium cans,1,1 x V energy
20824,Cigarette butts & filters,36,
20824,"Miscellaneous paper, labels & tickets",21,21 x paper remnants
20824,Foam insulation & packaging (whole and remnants),5,
20824,"Plastic packaging food (wrap, packets, containers)",5,"2 x confectionery, 2 x Mentos, 1 x coffee cup lid"
20824,Plastic wrap non food (bubble wrap etc),4,"2 x plastic wrap non-food, 2 x plastic cigarette pack wrap"
20824,Plastic bits & pieces hard & solid,4,
20824,Cable ties & plastic fasteners,2,
20824,"Foam cups, food packs & trays",2,
20824,"Tape adhesive, electrical, duct, hazard marker & rolls",2,
20824,Strapping band scraps,2,
20824,Aluminium cans,2,"1 x Coke, 1 x Jim Beam"
20824,Foam sponge sheeting (mattress & similar),1,
20824,"Metal bottle caps, lids & pull tabs",1,
20824,"Straws, confection sticks, cups, plates & cutlery",1,1 x straw
20824,Pollution Rating,0,380 plastic resin pellets removed from trap
20823,"Miscellaneous paper, labels & tickets",15,"3 x paper receipts, 12 x miscellaneous paper"
20823,Cigarette butts & filters,14,
20823,"Plastic drink bottles (water, juice, milk, soft drink)",4,"2 x Coles spring water, 2 x Woolworths spring water"
20823,Aluminium cans,3,"1 x Solo, 1 x Sprite, 1 x Monster"
20823,"Plastic packaging food (wrap, packets, containers)",3,3 x confetionery
20823,Plastic wrap non food (bubble wrap etc),2,
20823,Paper & cardboard packaging,2,"1 x paper coffee cup, 1 x McDonalds coffee cup"
20823,Personal care & pharmaceutical packaging,1,
20823,"Tins under 4 litres (food, drink tins and similar)",1,
20823,"Straws, confection sticks, cups, plates & cutlery",1,1 X plastic cutlery
20823,"Lids & tops, pump spray, flow restrictor & similar",1,
20823,"Processed timber, pallets & other wood",1,
