event_id,item,event_item,total,note
23216,Cigarette butts & filters,23216 Cigarette butts & filters,2,
23217,"Miscellaneous paper, labels & tickets","23217 Miscellaneous paper, labels & tickets",3,"1 x paper receipt, 2 x paper remnants"
23217,"Packaging accessories (seals, reels, spools, handles)","23217 Packaging accessories (seals, reels, spools, handles)",1,
23217,Plastic bits & pieces hard & solid,23217 Plastic bits & pieces hard & solid,87,
23217,"Plastic film remnants (bits of plastic bag, wrap etc)","23217 Plastic film remnants (bits of plastic bag, wrap etc)",17,
23217,"Processed timber, pallets & other wood","23217 Processed timber, pallets & other wood",1,
23217,Rubber remnants,23217 Rubber remnants,1,
23218,Aluminium cans,23218 Aluminium cans,1,1 x Coke
23218,Cigarette butts & filters,23218 Cigarette butts & filters,1,
23218,Foam insulation & packaging (whole and remnants),23218 Foam insulation & packaging (whole and remnants),2,
23218,"Lids & tops, pump spray, flow restrictor & similar","23218 Lids & tops, pump spray, flow restrictor & similar",2,
23218,"Metal bottle caps, lids & pull tabs","23218 Metal bottle caps, lids & pull tabs",1,
23218,"Miscellaneous paper, labels & tickets","23218 Miscellaneous paper, labels & tickets",3,3 x remnants
23218,Occupational health & safety items,23218 Occupational health & safety items,1,1 x face mask
23218,Paper & cardboard packaging,23218 Paper & cardboard packaging,1,1 x cardboard cigarette pack
23218,Plastic bits & pieces hard & solid,23218 Plastic bits & pieces hard & solid,4,
23218,"Plastic drink bottles (water, juice, milk, soft drink)","23218 Plastic drink bottles (water, juice, milk, soft drink)",1,
23218,"Plastic film remnants (bits of plastic bag, wrap etc)","23218 Plastic film remnants (bits of plastic bag, wrap etc)",2,
23218,"Plastic packaging food (wrap, packets, containers)","23218 Plastic packaging food (wrap, packets, containers)",1,1 x takeaway
23218,Plastic wrap non food (bubble wrap etc),23218 Plastic wrap non food (bubble wrap etc),1,
23218,"Processed timber, pallets & other wood","23218 Processed timber, pallets & other wood",2,
23218,Strapping band scraps,23218 Strapping band scraps,1,
23218,Strapping band whole (record as single item),23218 Strapping band whole (record as single item),1,
23218,"Straws, confection sticks, cups, plates & cutlery","23218 Straws, confection sticks, cups, plates & cutlery",1,1 x straw
23218,"Tape adhesive, electrical, duct, hazard marker & rolls","23218 Tape adhesive, electrical, duct, hazard marker & rolls",1,
23219,Cigarette butts & filters,23219 Cigarette butts & filters,4,
23219,"Construction material (brick, cement, pipe)","23219 Construction material (brick, cement, pipe)",1,
23219,"Lids & tops, pump spray, flow restrictor & similar","23219 Lids & tops, pump spray, flow restrictor & similar",2,
23219,Paper & cardboard packaging,23219 Paper & cardboard packaging,1,1 x cardboard package
23219,Plastic bits & pieces hard & solid,23219 Plastic bits & pieces hard & solid,4,
23219,"Plastic film remnants (bits of plastic bag, wrap etc)","23219 Plastic film remnants (bits of plastic bag, wrap etc)",2,
23219,"Plastic packaging food (wrap, packets, containers)","23219 Plastic packaging food (wrap, packets, containers)",1,1 x confectionery
23219,Pollution Rating,23219 Pollution Rating,0,16 x plastic resin pellets removed from trap
23219,"Processed timber, pallets & other wood","23219 Processed timber, pallets & other wood",4,
23219,Rubber remnants,23219 Rubber remnants,1,
23219,"Sanitary (tissues, nappies, condoms, cotton buds)","23219 Sanitary (tissues, nappies, condoms, cotton buds)",1,1 x cotton bud stick
23219,Strapping band scraps,23219 Strapping band scraps,1,
23219,Strapping band whole (record as single item),23219 Strapping band whole (record as single item),2,
23219,"Straws, confection sticks, cups, plates & cutlery","23219 Straws, confection sticks, cups, plates & cutlery",1,1 x McDonalds straw
23219,"Tape adhesive, electrical, duct, hazard marker & rolls","23219 Tape adhesive, electrical, duct, hazard marker & rolls",1,
23220,Aluminium cans,23220 Aluminium cans,1,1 x Great Northern
23220,Cigarette butts & filters,23220 Cigarette butts & filters,18,
23220,"Foil wrappers, packets, bladders & alfoil","23220 Foil wrappers, packets, bladders & alfoil",5,
23220,"Lids & tops, pump spray, flow restrictor & similar","23220 Lids & tops, pump spray, flow restrictor & similar",5,
23220,"Miscellaneous paper, labels & tickets","23220 Miscellaneous paper, labels & tickets",6,6 x paper remnants
23220,Paper & cardboard packaging,23220 Paper & cardboard packaging,1,1 x KFC
23220,Plastic bits & pieces hard & solid,23220 Plastic bits & pieces hard & solid,14,
23220,"Plastic drink bottles (water, juice, milk, soft drink)","23220 Plastic drink bottles (water, juice, milk, soft drink)",1,1 x Woolworths waterbottle
23220,"Plastic film remnants (bits of plastic bag, wrap etc)","23220 Plastic film remnants (bits of plastic bag, wrap etc)",5,
23220,"Plastic packaging food (wrap, packets, containers)","23220 Plastic packaging food (wrap, packets, containers)",5,"2 x confectionery, 1 x McDonalds, 1 x takeaway, 1 x Seven Eleven coffee cup lid"
23220,"Plastic sheeting (tarpaulin, woven bags, pallet wrap)","23220 Plastic sheeting (tarpaulin, woven bags, pallet wrap)",1,
23220,Rubber remnants,23220 Rubber remnants,1,
23220,Rubber sheeting,23220 Rubber sheeting,1,
23221,Cigarette butts & filters,23221 Cigarette butts & filters,1,
23221,Foam insulation & packaging (whole and remnants),23221 Foam insulation & packaging (whole and remnants),1,
23221,"Lids & tops, pump spray, flow restrictor & similar","23221 Lids & tops, pump spray, flow restrictor & similar",1,
23221,"Miscellaneous paper, labels & tickets","23221 Miscellaneous paper, labels & tickets",7,7 x paper remnants
23221,Paper & cardboard packaging,23221 Paper & cardboard packaging,2,"1 x McDonalds, 1 x Subway"
23221,Plastic bits & pieces hard & solid,23221 Plastic bits & pieces hard & solid,5,
23221,"Plastic film remnants (bits of plastic bag, wrap etc)","23221 Plastic film remnants (bits of plastic bag, wrap etc)",1,
23221,Plastic wrap non food (bubble wrap etc),23221 Plastic wrap non food (bubble wrap etc),2,2 x plastic cigarette pack wrap
23221,Pollution Rating,23221 Pollution Rating,0,284 x plastic resin pellets removed from trap
23222,Aluminium cans,23222 Aluminium cans,1,1 x Pepsi
23222,Cigarette butts & filters,23222 Cigarette butts & filters,2,
23222,"Construction material (brick, cement, pipe)","23222 Construction material (brick, cement, pipe)",11,
23222,Foam insulation & packaging (whole and remnants),23222 Foam insulation & packaging (whole and remnants),4,
23222,"Foil wrappers, packets, bladders & alfoil","23222 Foil wrappers, packets, bladders & alfoil",1,
23222,Occupational health & safety items,23222 Occupational health & safety items,1,1 x plastic VISY contractor entry name tag
23222,Paper & cardboard packaging,23222 Paper & cardboard packaging,2,"1 x paper coffee cup, 1 x Neverfail paper water cup"
23222,"Pens, markers & other plastic stationary","23222 Pens, markers & other plastic stationary",1,
23222,Plastic bits & pieces hard & solid,23222 Plastic bits & pieces hard & solid,3,
23222,"Plastic drink bottles (water, juice, milk, soft drink)","23222 Plastic drink bottles (water, juice, milk, soft drink)",2,1 x Big M Flavoured MIlk
23222,"Plastic film remnants (bits of plastic bag, wrap etc)","23222 Plastic film remnants (bits of plastic bag, wrap etc)",5,
23222,"Plastic packaging food (wrap, packets, containers)","23222 Plastic packaging food (wrap, packets, containers)",5,"4 x confectionery, 1 x Seven Eleven coffee cup lid"
23222,"Sanitary (tissues, nappies, condoms, cotton buds)","23222 Sanitary (tissues, nappies, condoms, cotton buds)",1,
23223,Aluminium cans,23223 Aluminium cans,1,1 x Mother
23223,Cigarette butts & filters,23223 Cigarette butts & filters,5,
23223,"Cloth, clothing, hats & towels","23223 Cloth, clothing, hats & towels",1,
23223,"Foil wrappers, packets, bladders & alfoil","23223 Foil wrappers, packets, bladders & alfoil",6,
23223,"Lids & tops, pump spray, flow restrictor & similar","23223 Lids & tops, pump spray, flow restrictor & similar",2,
23223,"Metal bottle caps, lids & pull tabs","23223 Metal bottle caps, lids & pull tabs",1,
23223,"Miscellaneous paper, labels & tickets","23223 Miscellaneous paper, labels & tickets",12,"1 x paper receipt, 11 x paper remnants"
23223,Paper & cardboard packaging,23223 Paper & cardboard packaging,1,1 x paper coffee cup
23223,Plastic bits & pieces hard & solid,23223 Plastic bits & pieces hard & solid,3,
23223,"Plastic drink bottles (water, juice, milk, soft drink)","23223 Plastic drink bottles (water, juice, milk, soft drink)",3,
23223,"Plastic film remnants (bits of plastic bag, wrap etc)","23223 Plastic film remnants (bits of plastic bag, wrap etc)",3,
23223,"Plastic packaging food (wrap, packets, containers)","23223 Plastic packaging food (wrap, packets, containers)",4,"1 x confectionery, 2 x takeaway, 1 x Mount Franklin waterbottle label"
23223,Plastic wrap non food (bubble wrap etc),23223 Plastic wrap non food (bubble wrap etc),3,3 x plastic cigarette pack wrap
23223,"Tins under 4 litres (food, drink tins and similar)","23223 Tins under 4 litres (food, drink tins and similar)",1,
23224,Aluminium cans,23224 Aluminium cans,2,"1 x Coke, 1 x VB"
23224,Cable ties & plastic fasteners,23224 Cable ties & plastic fasteners,1,
23224,Cigarette butts & filters,23224 Cigarette butts & filters,3,
23224,Foam insulation & packaging (whole and remnants),23224 Foam insulation & packaging (whole and remnants),1,
23224,"Foil wrappers, packets, bladders & alfoil","23224 Foil wrappers, packets, bladders & alfoil",2,
23224,"Lids & tops, pump spray, flow restrictor & similar","23224 Lids & tops, pump spray, flow restrictor & similar",3,
23224,"Mesh bags (vegetable, oyster & mussel bags)","23224 Mesh bags (vegetable, oyster & mussel bags)",1,
23224,"Miscellaneous paper, labels & tickets","23224 Miscellaneous paper, labels & tickets",4,4 x paper remnants
23224,Occupational health & safety items,23224 Occupational health & safety items,1,1 x glove
23224,Paper & cardboard packaging,23224 Paper & cardboard packaging,8,"7 x McDonalds, 1 x takeaway"
23224,Plastic bits & pieces hard & solid,23224 Plastic bits & pieces hard & solid,14,
23224,"Plastic drink bottles (water, juice, milk, soft drink)","23224 Plastic drink bottles (water, juice, milk, soft drink)",1,
23224,"Plastic film remnants (bits of plastic bag, wrap etc)","23224 Plastic film remnants (bits of plastic bag, wrap etc)",15,
23224,"Plastic packaging food (wrap, packets, containers)","23224 Plastic packaging food (wrap, packets, containers)",2,"1 x coffee cup lid, 1 x Coles waterbottle label"
23224,Pollution Rating,23224 Pollution Rating,0,12736 x plastic resin pellets removed from trap
23224,"Processed timber, pallets & other wood","23224 Processed timber, pallets & other wood",2,
23224,Strapping band scraps,23224 Strapping band scraps,3,
23224,"Straws, confection sticks, cups, plates & cutlery","23224 Straws, confection sticks, cups, plates & cutlery",3,"1 x McDonalds straw, 2 x straw"
23225,Cigarette butts & filters,23225 Cigarette butts & filters,6,
23225,"Foil wrappers, packets, bladders & alfoil","23225 Foil wrappers, packets, bladders & alfoil",6,
23225,"Miscellaneous paper, labels & tickets","23225 Miscellaneous paper, labels & tickets",10,"1 x paper receipt, 9 x paper remnants"
23225,Occupational health & safety items,23225 Occupational health & safety items,1,1 x glove
23225,Paper & cardboard packaging,23225 Paper & cardboard packaging,3,"1 x paper coffee cup, 1 x Subway, 1 x takeaway"
23225,"Plastic drink bottles (water, juice, milk, soft drink)","23225 Plastic drink bottles (water, juice, milk, soft drink)",1,1 x Gatorade
23225,"Plastic film remnants (bits of plastic bag, wrap etc)","23225 Plastic film remnants (bits of plastic bag, wrap etc)",3,
23225,"Plastic packaging food (wrap, packets, containers)","23225 Plastic packaging food (wrap, packets, containers)",15,"10 x confectionery, 3 x takeaway, 1 x coffee cup lid, 1 x other food package"
23225,"Sanitary (tissues, nappies, condoms, cotton buds)","23225 Sanitary (tissues, nappies, condoms, cotton buds)",2,
23225,"Straws, confection sticks, cups, plates & cutlery","23225 Straws, confection sticks, cups, plates & cutlery",3,"1 x McDonalds straw, 2 x straw"
23225,"Tape adhesive, electrical, duct, hazard marker & rolls","23225 Tape adhesive, electrical, duct, hazard marker & rolls",1,
23225,"Toothbrushes, brushes & combs, hair ties etc","23225 Toothbrushes, brushes & combs, hair ties etc",1,
23226,Aluminium cans,23226 Aluminium cans,1,1 x Bundaberg Rum
23226,Cigarette butts & filters,23226 Cigarette butts & filters,5,
23226,"Foil wrappers, packets, bladders & alfoil","23226 Foil wrappers, packets, bladders & alfoil",1,
23226,"Metal building & trades materials, fixings & fittings","23226 Metal building & trades materials, fixings & fittings",1,
23226,"Miscellaneous paper, labels & tickets","23226 Miscellaneous paper, labels & tickets",3,3 x paper remnants
23226,Paper & cardboard packaging,23226 Paper & cardboard packaging,4,"1 x McDonalds, 1 x Between 2 Buns, 2 x takeaway"
23226,"Plastic bags supermarket, garbage, dog poo, ice","23226 Plastic bags supermarket, garbage, dog poo, ice",1,1 x other plastic bag
23226,"Plastic film remnants (bits of plastic bag, wrap etc)","23226 Plastic film remnants (bits of plastic bag, wrap etc)",2,
23226,"Plastic packaging food (wrap, packets, containers)","23226 Plastic packaging food (wrap, packets, containers)",7,"2 x confectionery, 2 x takeaway, 2 x straw wrapper, 1 x other food package"
23226,Plastic wrap non food (bubble wrap etc),23226 Plastic wrap non food (bubble wrap etc),8,6 x plastic cigarette pack wrap
23226,"Tape adhesive, electrical, duct, hazard marker & rolls","23226 Tape adhesive, electrical, duct, hazard marker & rolls",1,
23227,Cigarette butts & filters,23227 Cigarette butts & filters,9,
23227,"Foil wrappers, packets, bladders & alfoil","23227 Foil wrappers, packets, bladders & alfoil",6,
23227,"Lids & tops, pump spray, flow restrictor & similar","23227 Lids & tops, pump spray, flow restrictor & similar",2,
23227,"Miscellaneous paper, labels & tickets","23227 Miscellaneous paper, labels & tickets",20,"2 x paper receipts, 18 x paper remnants"
23227,Paper & cardboard packaging,23227 Paper & cardboard packaging,2,2 x chewing gum wrapper
23227,"Plastic bags supermarket, garbage, dog poo, ice","23227 Plastic bags supermarket, garbage, dog poo, ice",1,1 x ziplock bag
23227,Plastic bits & pieces hard & solid,23227 Plastic bits & pieces hard & solid,2,
23227,"Plastic film remnants (bits of plastic bag, wrap etc)","23227 Plastic film remnants (bits of plastic bag, wrap etc)",4,
23227,"Plastic packaging food (wrap, packets, containers)","23227 Plastic packaging food (wrap, packets, containers)",8,"6 x confectionery, 1 x takeaway, 1 x Powerade bottle label"
23227,Plastic wrap non food (bubble wrap etc),23227 Plastic wrap non food (bubble wrap etc),11,9 x plastic cigarette pack wrap
23227,Rubber remnants,23227 Rubber remnants,1,
23227,"Sanitary (tissues, nappies, condoms, cotton buds)","23227 Sanitary (tissues, nappies, condoms, cotton buds)",1,
23227,"Straws, confection sticks, cups, plates & cutlery","23227 Straws, confection sticks, cups, plates & cutlery",1,1 x straw
23228,Cigarette butts & filters,23228 Cigarette butts & filters,2,
23228,"Foil wrappers, packets, bladders & alfoil","23228 Foil wrappers, packets, bladders & alfoil",1,
23228,"Miscellaneous paper, labels & tickets","23228 Miscellaneous paper, labels & tickets",4,4 x paper remnants
23228,Paper & cardboard packaging,23228 Paper & cardboard packaging,1,1 x McDonalds
23228,Plastic bits & pieces hard & solid,23228 Plastic bits & pieces hard & solid,1,
23228,"Plastic film remnants (bits of plastic bag, wrap etc)","23228 Plastic film remnants (bits of plastic bag, wrap etc)",2,
23228,"Plastic packaging food (wrap, packets, containers)","23228 Plastic packaging food (wrap, packets, containers)",4,"1 x confectionery, 2 x McDonalds, 1 x straw wrapper"
23228,Plastic vehicle parts,23228 Plastic vehicle parts,1,
23228,Plastic wrap non food (bubble wrap etc),23228 Plastic wrap non food (bubble wrap etc),2,2 x plastic cigarette pack wrap
23229,Aluminium cans,23229 Aluminium cans,1,1 x UDL
23229,Cigarette butts & filters,23229 Cigarette butts & filters,5,
23229,"Miscellaneous paper, labels & tickets","23229 Miscellaneous paper, labels & tickets",11,11 x paper remnants
23229,Occupational health & safety items,23229 Occupational health & safety items,1,1 x glove
23229,Paper & cardboard packaging,23229 Paper & cardboard packaging,4,"3 x cardboard package, 1 x takeaway"
23229,"Plastic film remnants (bits of plastic bag, wrap etc)","23229 Plastic film remnants (bits of plastic bag, wrap etc)",1,
23229,"Plastic packaging food (wrap, packets, containers)","23229 Plastic packaging food (wrap, packets, containers)",6,"3 x confectionery, 1 x takeaway, 1 x straw wrapper, 1 x other food package"
23229,Plastic wrap non food (bubble wrap etc),23229 Plastic wrap non food (bubble wrap etc),3,3 x plastic cigarette pack wrap
23229,"Sanitary (tissues, nappies, condoms, cotton buds)","23229 Sanitary (tissues, nappies, condoms, cotton buds)",1,
23230,Cigarette butts & filters,23230 Cigarette butts & filters,11,
23230,"Lids & tops, pump spray, flow restrictor & similar","23230 Lids & tops, pump spray, flow restrictor & similar",1,
23230,Plastic bits & pieces hard & solid,23230 Plastic bits & pieces hard & solid,3,
23230,"Plastic film remnants (bits of plastic bag, wrap etc)","23230 Plastic film remnants (bits of plastic bag, wrap etc)",1,
23230,"Plastic packaging food (wrap, packets, containers)","23230 Plastic packaging food (wrap, packets, containers)",3,3 x confectionery
23231,Cigarette butts & filters,23231 Cigarette butts & filters,13,
23231,"Foil wrappers, packets, bladders & alfoil","23231 Foil wrappers, packets, bladders & alfoil",1,
23231,"Miscellaneous paper, labels & tickets","23231 Miscellaneous paper, labels & tickets",2,"1 x paper remnant, 1 x miscellaneous paper"
23231,"Newspaper, magazines & brochures","23231 Newspaper, magazines & brochures",1,
23231,"Plastic film remnants (bits of plastic bag, wrap etc)","23231 Plastic film remnants (bits of plastic bag, wrap etc)",2,
23231,"Plastic packaging food (wrap, packets, containers)","23231 Plastic packaging food (wrap, packets, containers)",4,"2 x confectionery, 1 x Hungry Jacks, 1 x takeaway"
23231,Plastic wrap non food (bubble wrap etc),23231 Plastic wrap non food (bubble wrap etc),1,1 x plastic cigarette pack wrap
23231,"Sanitary (tissues, nappies, condoms, cotton buds)","23231 Sanitary (tissues, nappies, condoms, cotton buds)",1,
23232,Cigarette butts & filters,23232 Cigarette butts & filters,18,
23232,"Foil wrappers, packets, bladders & alfoil","23232 Foil wrappers, packets, bladders & alfoil",1,
23232,"Miscellaneous paper, labels & tickets","23232 Miscellaneous paper, labels & tickets",6,"1 x business card, 1 x paper receipt, 4 x paper remnants"
23232,Paper & cardboard packaging,23232 Paper & cardboard packaging,3,"1 x cardboard package, 1 x McDonalds, 1 x takeaway"
23232,"Plastic bags supermarket, garbage, dog poo, ice","23232 Plastic bags supermarket, garbage, dog poo, ice",1,1 x ziplock bag
23232,Plastic bits & pieces hard & solid,23232 Plastic bits & pieces hard & solid,2,
23232,"Plastic film remnants (bits of plastic bag, wrap etc)","23232 Plastic film remnants (bits of plastic bag, wrap etc)",2,
23232,"Plastic packaging food (wrap, packets, containers)","23232 Plastic packaging food (wrap, packets, containers)",2,2 x confectionery
23232,"Straws, confection sticks, cups, plates & cutlery","23232 Straws, confection sticks, cups, plates & cutlery",1,1 x straw
23232,Tetra packs & drink cartons,23232 Tetra packs & drink cartons,1,1 x Up and Go
23233,Cigarette butts & filters,23233 Cigarette butts & filters,1,
23233,"Foil wrappers, packets, bladders & alfoil","23233 Foil wrappers, packets, bladders & alfoil",1,
23233,Paper & cardboard packaging,23233 Paper & cardboard packaging,1,1 x Seven Eleven paper coffee cup
23233,"Plastic packaging food (wrap, packets, containers)","23233 Plastic packaging food (wrap, packets, containers)",3,"2 x confectionery, 1 x Seven Eleven coffee cup lid"
23233,Plastic wrap non food (bubble wrap etc),23233 Plastic wrap non food (bubble wrap etc),2,2 x plastic cigarette pack wrap
23234,Aluminium cans,23234 Aluminium cans,1,1 x V Energy
23234,"Foil wrappers, packets, bladders & alfoil","23234 Foil wrappers, packets, bladders & alfoil",2,
23234,"Miscellaneous paper, labels & tickets","23234 Miscellaneous paper, labels & tickets",1,1 x paper receipt
23234,"Newspaper, magazines & brochures","23234 Newspaper, magazines & brochures",1,
23234,"Plastic bags supermarket, garbage, dog poo, ice","23234 Plastic bags supermarket, garbage, dog poo, ice",1,1 x fruit and veg bag
23234,"Plastic film remnants (bits of plastic bag, wrap etc)","23234 Plastic film remnants (bits of plastic bag, wrap etc)",1,
23234,Plastic first aid materials & equipment (band aids),23234 Plastic first aid materials & equipment (band aids),1,1 x alcohol swab
23234,"Plastic packaging food (wrap, packets, containers)","23234 Plastic packaging food (wrap, packets, containers)",4,4 x confectionery
23234,Plastic wrap non food (bubble wrap etc),23234 Plastic wrap non food (bubble wrap etc),4,3 x plastic cigarette pack wrap
23234,"Sanitary (tissues, nappies, condoms, cotton buds)","23234 Sanitary (tissues, nappies, condoms, cotton buds)",1,
23234,"Tape adhesive, electrical, duct, hazard marker & rolls","23234 Tape adhesive, electrical, duct, hazard marker & rolls",2,
23235,Cigarette butts & filters,23235 Cigarette butts & filters,5,
23235,"Cloth, clothing, hats & towels","23235 Cloth, clothing, hats & towels",1,
23235,"Foam cups, food packs & trays","23235 Foam cups, food packs & trays",1,
23235,"Foil wrappers, packets, bladders & alfoil","23235 Foil wrappers, packets, bladders & alfoil",6,
23235,Food scraps,23235 Food scraps,1,
23235,"Miscellaneous paper, labels & tickets","23235 Miscellaneous paper, labels & tickets",2,"1 x paper remnant, 1 x miscellaneous paper"
23235,Occupational health & safety items,23235 Occupational health & safety items,1,1 x glove
23235,Paper & cardboard packaging,23235 Paper & cardboard packaging,1,1 x takeaway
23235,"Plastic bags supermarket, garbage, dog poo, ice","23235 Plastic bags supermarket, garbage, dog poo, ice",1,1 x ziplock bag
23235,"Plastic film remnants (bits of plastic bag, wrap etc)","23235 Plastic film remnants (bits of plastic bag, wrap etc)",3,
23235,"Plastic packaging food (wrap, packets, containers)","23235 Plastic packaging food (wrap, packets, containers)",3,3 x confectionery
23235,Plastic wrap non food (bubble wrap etc),23235 Plastic wrap non food (bubble wrap etc),11,3 x plastic cigarette pack wrap
23236,Cable ties & plastic fasteners,23236 Cable ties & plastic fasteners,1,
23236,Cigarette butts & filters,23236 Cigarette butts & filters,1,
23236,"Foil wrappers, packets, bladders & alfoil","23236 Foil wrappers, packets, bladders & alfoil",8,
23236,"Miscellaneous paper, labels & tickets","23236 Miscellaneous paper, labels & tickets",3,"2 x paper remnants, 1 x miscellaneous paper"
23236,Paper & cardboard packaging,23236 Paper & cardboard packaging,2,"1 x Augustus Gelatery, 1 x takeaway"
23236,"Plastic bags supermarket, garbage, dog poo, ice","23236 Plastic bags supermarket, garbage, dog poo, ice",3,"1 x ziplock bag, 1 x fruit and veg bag, 1 x other plastic bag"
23236,"Plastic film remnants (bits of plastic bag, wrap etc)","23236 Plastic film remnants (bits of plastic bag, wrap etc)",1,
23236,"Plastic packaging food (wrap, packets, containers)","23236 Plastic packaging food (wrap, packets, containers)",11,"8 x confectionery, 2 x Mentos, 1 x straw wrapper"
23236,Plastic wrap non food (bubble wrap etc),23236 Plastic wrap non food (bubble wrap etc),14,12 x plastic cigarette pack wrap
23237,Aluminium cans,23237 Aluminium cans,1,1 x V Energy 
23237,Cigarette butts & filters,23237 Cigarette butts & filters,7,
23237,"Foil wrappers, packets, bladders & alfoil","23237 Foil wrappers, packets, bladders & alfoil",3,
23237,"Miscellaneous paper, labels & tickets","23237 Miscellaneous paper, labels & tickets",2,2 x paper remnants
23237,"Plastic bags supermarket, garbage, dog poo, ice","23237 Plastic bags supermarket, garbage, dog poo, ice",1,1 x blue shopping bag
23237,"Plastic film remnants (bits of plastic bag, wrap etc)","23237 Plastic film remnants (bits of plastic bag, wrap etc)",3,
23237,"Plastic packaging food (wrap, packets, containers)","23237 Plastic packaging food (wrap, packets, containers)",10,"9 x confectionery, 1 x straw wrapper"
23237,Plastic wrap non food (bubble wrap etc),23237 Plastic wrap non food (bubble wrap etc),7,7 x plastic cigarette pack wrap
23237,"Tape adhesive, electrical, duct, hazard marker & rolls","23237 Tape adhesive, electrical, duct, hazard marker & rolls",1,
23238,Cigarette butts & filters,23238 Cigarette butts & filters,6,
23238,"Foil wrappers, packets, bladders & alfoil","23238 Foil wrappers, packets, bladders & alfoil",2,
23238,"Miscellaneous paper, labels & tickets","23238 Miscellaneous paper, labels & tickets",5,5 x paper remnants
23238,"Plastic bags supermarket, garbage, dog poo, ice","23238 Plastic bags supermarket, garbage, dog poo, ice",1,1 x other plastic bag
23238,"Plastic film remnants (bits of plastic bag, wrap etc)","23238 Plastic film remnants (bits of plastic bag, wrap etc)",2,
23238,"Plastic packaging food (wrap, packets, containers)","23238 Plastic packaging food (wrap, packets, containers)",8,"6 x confectionery, 2 x other food package"
23238,Plastic wrap non food (bubble wrap etc),23238 Plastic wrap non food (bubble wrap etc),4,4 x plastic cigarette pack wrap
23238,"Straws, confection sticks, cups, plates & cutlery","23238 Straws, confection sticks, cups, plates & cutlery",1,1 x bubble tea straw
23239,Cigarette butts & filters,23239 Cigarette butts & filters,14,
23239,Foam insulation & packaging (whole and remnants),23239 Foam insulation & packaging (whole and remnants),2,
23239,"Foil wrappers, packets, bladders & alfoil","23239 Foil wrappers, packets, bladders & alfoil",5,
23239,"Lids & tops, pump spray, flow restrictor & similar","23239 Lids & tops, pump spray, flow restrictor & similar",1,
23239,"Plastic bags supermarket, garbage, dog poo, ice","23239 Plastic bags supermarket, garbage, dog poo, ice",2,"1 x white shopping bag, 1 x other plastic bag"
23239,"Plastic film remnants (bits of plastic bag, wrap etc)","23239 Plastic film remnants (bits of plastic bag, wrap etc)",2,
23239,"Plastic packaging food (wrap, packets, containers)","23239 Plastic packaging food (wrap, packets, containers)",11,"9 x confectionery, 1 x Seven Eleven takeaway, 1 x straw wrapper"
23239,Plastic wrap non food (bubble wrap etc),23239 Plastic wrap non food (bubble wrap etc),29,24 x plastic cigarette pack wrap
23239,"Rubber balloons, balls & toys, elastic straps & bands","23239 Rubber balloons, balls & toys, elastic straps & bands",2,2 x rubber bands
23239,"Straws, confection sticks, cups, plates & cutlery","23239 Straws, confection sticks, cups, plates & cutlery",1,1 x straw
23239,Syringes medical,23239 Syringes medical,2,
23239,"Tape adhesive, electrical, duct, hazard marker & rolls","23239 Tape adhesive, electrical, duct, hazard marker & rolls",2,
23239,"Wire, metal stakes & pipes","23239 Wire, metal stakes & pipes",1,
23766,Cigarette butts & filters,23766 Cigarette butts & filters,3,
23766,Foam insulation & packaging (whole and remnants),23766 Foam insulation & packaging (whole and remnants),5,
23766,"Foil wrappers, packets, bladders & alfoil","23766 Foil wrappers, packets, bladders & alfoil",1,
23766,"Miscellaneous paper, labels & tickets","23766 Miscellaneous paper, labels & tickets",1,1 x paper remnant
23766,Occupational health & safety items,23766 Occupational health & safety items,1,1 x glove
23766,"Plastic film remnants (bits of plastic bag, wrap etc)","23766 Plastic film remnants (bits of plastic bag, wrap etc)",2,
23766,"Plastic packaging food (wrap, packets, containers)","23766 Plastic packaging food (wrap, packets, containers)",4,"3 x confectionery, 1 x sushi fish"
23766,Plastic wrap non food (bubble wrap etc),23766 Plastic wrap non food (bubble wrap etc),4,4 x plastic cigarette pack wrap
23767,Cigarette butts & filters,23767 Cigarette butts & filters,5,
23767,Foam insulation & packaging (whole and remnants),23767 Foam insulation & packaging (whole and remnants),1,
23767,"Foil wrappers, packets, bladders & alfoil","23767 Foil wrappers, packets, bladders & alfoil",2,
23767,"Lids & tops, pump spray, flow restrictor & similar","23767 Lids & tops, pump spray, flow restrictor & similar",4,
23767,"Packaging accessories (seals, reels, spools, handles)","23767 Packaging accessories (seals, reels, spools, handles)",12,12 x plastic label backs from envelopes
23767,"Plastic bags supermarket, garbage, dog poo, ice","23767 Plastic bags supermarket, garbage, dog poo, ice",1,1 x dog poo bag
23767,Plastic bits & pieces hard & solid,23767 Plastic bits & pieces hard & solid,2,
23767,"Plastic film remnants (bits of plastic bag, wrap etc)","23767 Plastic film remnants (bits of plastic bag, wrap etc)",1,
23767,"Plastic packaging food (wrap, packets, containers)","23767 Plastic packaging food (wrap, packets, containers)",11,"6 x confectionery, 1 x Noahs straw wrapper, 1 x straw wrapper, 3 x other food package"
23767,Plastic wrap non food (bubble wrap etc),23767 Plastic wrap non food (bubble wrap etc),8,7 x plastic cigarette pack wrap
23767,"Processed timber, pallets & other wood","23767 Processed timber, pallets & other wood",1,
23767,"Straws, confection sticks, cups, plates & cutlery","23767 Straws, confection sticks, cups, plates & cutlery",3,"2 x straws, 1 x lollipop stick"
